customer_id,last_purchase_date,frequency,monetary,recency,r_score,f_score,m_score,segment,clv,rfm_score
CUST027433,2022-05-09,1,233.38,966,2,1,1,Others,233.38,4
CUST027434,2024-12-18,3,2671.0299999999997,12,5,4,4,Champions,8013.089999999999,13
CUST027436,2023-01-01,1,616.46,729,2,1,1,Others,616.46,4
CUST027437,2022-04-13,2,1359.52,992,2,3,2,At Risk,2719.04,7
CUST027438,2023-02-03,2,354.61,696,2,3,1,At Risk,709.22,6
CUST027439,2020-10-12,2,3717.1099999999997,1540,1,3,5,At Risk,7434.219999999999,9
CUST027440,2024-05-07,3,4191.9,237,4,4,5,Champions,12575.699999999999,13
CUST027441,2024-09-29,3,1289.7,92,5,4,2,Loyal Customers,3869.1000000000004,11
CUST027442,2022-10-30,2,637.0899999999999,792,2,3,1,At Risk,1274.1799999999998,6
CUST027443,2023-03-24,3,1596.51,647,3,4,3,Loyal Customers,4789.53,10
CUST027444,2024-09-02,2,1413.42,119,5,3,3,Loyal Customers,2826.84,11
CUST027446,2024-01-25,1,1049.8,340,4,1,2,Others,1049.8,7
CUST027448,2020-06-27,1,290.57,1647,1,1,1,Others,290.57,3
CUST027450,2020-07-24,1,363.42,1620,1,1,1,Others,363.42,3
CUST027451,2023-09-20,4,5207.61,467,3,5,5,Loyal Customers,20830.44,13
CUST027454,2022-11-08,1,1240.2,783,2,1,2,Others,1240.2,5
CUST027455,2020-04-17,1,1096.36,1718,1,1,2,Others,1096.36,4
CUST027456,2024-05-02,2,3901.33,242,4,3,5,Loyal Customers,7802.66,12
CUST027457,2023-02-10,1,2643.55,689,2,1,4,Others,2643.55,7
CUST027459,2024-04-29,1,117.5,245,4,1,1,Others,117.5,6
CUST027460,2024-07-06,1,1193.4,177,4,1,2,Others,1193.4,7
CUST027461,2023-05-12,3,1961.52,598,3,4,3,Loyal Customers,5884.5599999999995,10
CUST027462,2024-10-21,2,3017.3700000000003,70,5,3,4,Loyal Customers,6034.740000000001,12
CUST027463,2020-10-31,1,438.59999999999997,1521,1,1,1,Others,438.59999999999997,3
CUST027464,2021-09-11,3,2839.2200000000003,1206,1,4,4,At Risk,8517.66,9
CUST027465,2024-10-29,1,448.29999999999995,62,5,1,1,Others,448.29999999999995,7
CUST027466,2024-09-04,2,2109.66,117,5,3,3,Loyal Customers,4219.32,11
CUST027467,2024-04-21,2,283.06,253,4,3,1,Loyal Customers,566.12,8
CUST027468,2023-03-20,2,2462.7599999999998,651,3,3,4,Loyal Customers,4925.5199999999995,10
CUST027469,2022-08-20,2,849.35,863,2,3,2,At Risk,1698.7,7
CUST027472,2022-09-28,1,71.85,824,2,1,1,Others,71.85,4
CUST027473,2020-05-07,2,3387.7599999999998,1698,1,3,5,At Risk,6775.5199999999995,9
CUST027474,2023-07-10,1,344.34,539,3,1,1,Others,344.34,5
CUST027476,2024-07-21,3,3832.5699999999997,162,5,4,5,Champions,11497.71,14
CUST027477,2024-05-08,5,4286.7,236,4,5,5,Champions,21433.5,14
CUST027478,2020-04-10,1,783.1999999999999,1725,1,1,2,Others,783.1999999999999,4
CUST027479,2023-07-01,2,1169.68,548,3,3,2,Loyal Customers,2339.36,8
CUST027480,2024-06-22,5,4719.5,191,4,5,5,Champions,23597.5,14
CUST027482,2024-10-31,3,1548.3799999999999,60,5,4,3,Loyal Customers,4645.139999999999,12
CUST027484,2024-06-21,3,3047.92,192,4,4,4,Champions,9143.76,12
CUST027486,2022-09-27,2,1771.9499999999998,825,2,3,3,At Risk,3543.8999999999996,8
CUST027487,2023-06-24,3,4270.78,555,3,4,5,Loyal Customers,12812.34,12
CUST027489,2023-08-09,3,2725.0699999999997,509,3,4,4,Loyal Customers,8175.209999999999,11
CUST027490,2022-09-30,4,4267.799999999999,822,2,5,5,At Risk,17071.199999999997,12
CUST027491,2022-07-30,1,559.34,884,2,1,1,Others,559.34,4
CUST027492,2024-11-26,4,3588.15,34,5,5,5,Champions,14352.6,15
CUST027493,2024-09-18,5,4093.33,103,5,5,5,Champions,20466.65,15
CUST027494,2022-04-24,1,992.12,981,2,1,2,Others,992.12,5
CUST027495,2023-05-20,2,2925.7599999999998,590,3,3,4,Loyal Customers,5851.5199999999995,10
CUST027496,2024-12-28,2,1764.71,2,5,3,3,Loyal Customers,3529.42,11
CUST027497,2024-04-20,3,2134.4,254,4,4,3,Loyal Customers,6403.200000000001,11
CUST027498,2024-03-31,3,3615.7799999999997,274,4,4,5,Champions,10847.34,13
CUST027499,2024-06-13,4,5043.139999999999,200,4,5,5,Champions,20172.559999999998,14
CUST027500,2020-07-26,2,2313.94,1618,1,3,4,At Risk,4627.88,8
CUST027501,2024-03-21,2,747.06,284,4,3,2,Loyal Customers,1494.12,9
CUST027503,2023-10-25,1,1166.72,432,3,1,2,Others,1166.72,6
CUST027504,2023-03-24,4,2956.5499999999997,647,3,5,4,Loyal Customers,11826.199999999999,12
CUST027505,2024-09-18,4,1676.62,103,5,5,3,Loyal Customers,6706.48,13
CUST027506,2024-10-28,2,3113.1500000000005,63,5,3,4,Loyal Customers,6226.300000000001,12
CUST027507,2024-10-12,4,3805.23,79,5,5,5,Champions,15220.92,15
CUST027508,2021-04-15,1,1918.28,1355,1,1,3,Others,1918.28,5
CUST027509,2021-12-09,2,1131.1399999999999,1117,1,3,2,At Risk,2262.2799999999997,6
CUST027510,2024-11-29,2,4596.75,31,5,3,5,Loyal Customers,9193.5,13
CUST027511,2024-10-01,2,2904.88,90,5,3,4,Loyal Customers,5809.76,12
CUST027512,2024-03-30,5,5350.46,275,4,5,5,Champions,26752.3,14
CUST027513,2022-06-25,1,190.0,919,2,1,1,Others,190.0,4
CUST027514,2022-10-10,2,690.28,812,2,3,1,At Risk,1380.56,6
CUST027515,2024-04-12,3,1483.9399999999998,262,4,4,3,Loyal Customers,4451.82,11
CUST027516,2023-02-22,2,2646.69,677,2,3,4,At Risk,5293.38,9
CUST027518,2021-03-16,2,1854.05,1385,1,3,3,At Risk,3708.1,7
CUST027519,2023-12-15,2,1453.58,381,4,3,3,Loyal Customers,2907.16,10
CUST027522,2024-12-13,2,1964.97,17,5,3,3,Loyal Customers,3929.94,11
CUST027523,2024-10-08,4,2580.9700000000003,83,5,5,4,Champions,10323.880000000001,14
CUST027524,2021-05-26,2,2667.1,1314,1,3,4,At Risk,5334.2,8
CUST027525,2023-10-19,2,812.18,438,3,3,2,Loyal Customers,1624.36,8
CUST027526,2024-09-21,2,1173.03,100,5,3,2,Loyal Customers,2346.06,10
CUST027527,2021-12-14,1,586.51,1112,1,1,1,Others,586.51,3
CUST027528,2024-11-11,3,931.08,49,5,4,2,Loyal Customers,2793.2400000000002,11
CUST027529,2023-01-24,1,945.06,706,2,1,2,Others,945.06,5
CUST027530,2021-04-13,1,539.33,1357,1,1,1,Others,539.33,3
CUST027533,2022-03-27,2,943.64,1009,2,3,2,At Risk,1887.28,7
CUST027534,2022-10-08,1,2840.2999999999997,814,2,1,4,Others,2840.2999999999997,7
CUST027536,2023-09-24,3,3494.9300000000003,463,3,4,5,Loyal Customers,10484.79,12
CUST027537,2021-12-16,1,198.18,1110,1,1,1,Others,198.18,3
CUST027538,2024-03-07,2,2998.5400000000004,298,4,3,4,Loyal Customers,5997.080000000001,11
CUST027539,2020-01-27,1,500.15,1799,1,1,1,Others,500.15,3
CUST027540,2020-12-30,1,288.52,1461,1,1,1,Others,288.52,3
CUST027541,2023-11-21,1,365.1,405,3,1,1,Others,365.1,5
CUST027542,2022-04-15,1,386.18,990,2,1,1,Others,386.18,4
CUST027544,2024-06-11,1,311.07,202,4,1,1,Others,311.07,6
CUST027545,2024-07-31,2,1549.9800000000002,152,5,3,3,Loyal Customers,3099.9600000000005,11
CUST027546,2024-11-13,1,1808.28,47,5,1,3,Others,1808.28,9
CUST027547,2023-06-03,3,1984.46,576,3,4,3,Loyal Customers,5953.38,10
CUST027548,2024-08-02,2,386.44000000000005,150,5,3,1,Loyal Customers,772.8800000000001,9
CUST027549,2023-06-11,2,724.72,568,3,3,2,Loyal Customers,1449.44,8
CUST027551,2023-07-02,2,1995.25,547,3,3,3,Loyal Customers,3990.5,9
CUST027552,2023-11-30,2,1265.47,396,3,3,2,Loyal Customers,2530.94,8
CUST027553,2024-10-25,3,772.8399999999999,66,5,4,2,Loyal Customers,2318.5199999999995,11
CUST027554,2022-07-31,2,764.33,883,2,3,2,At Risk,1528.66,7
CUST027555,2023-08-13,2,840.58,505,3,3,2,Loyal Customers,1681.16,8
CUST027556,2021-07-02,3,4423.28,1277,1,4,5,At Risk,13269.84,10
CUST027557,2023-06-12,4,4279.03,567,3,5,5,Loyal Customers,17116.12,13
CUST027558,2023-08-01,2,4580.12,517,3,3,5,Loyal Customers,9160.24,11
CUST027559,2021-06-07,3,4232.72,1302,1,4,5,At Risk,12698.16,10
CUST027560,2020-11-05,1,1496.6,1516,1,1,3,Others,1496.6,5
CUST027562,2022-11-13,1,964.32,778,2,1,2,Others,964.32,5
CUST027563,2024-11-19,4,4329.77,41,5,5,5,Champions,17319.08,15
CUST027564,2024-05-24,3,4097.290000000001,220,4,4,5,Champions,12291.870000000003,13
CUST027565,2023-03-29,3,3512.4300000000003,642,3,4,5,Loyal Customers,10537.29,12
CUST027566,2020-08-25,2,2043.92,1588,1,3,3,At Risk,4087.84,7
CUST027567,2021-10-21,1,425.78,1166,1,1,1,Others,425.78,3
CUST027568,2023-06-28,3,2197.64,551,3,4,3,Loyal Customers,6592.92,10
CUST027569,2023-02-21,2,763.4499999999999,678,2,3,2,At Risk,1526.8999999999999,7
CUST027570,2022-03-09,3,3233.55,1027,2,4,4,At Risk,9700.650000000001,10
CUST027571,2022-07-11,1,1944.24,903,2,1,3,Others,1944.24,6
CUST027572,2020-11-28,1,597.93,1493,1,1,1,Others,597.93,3
CUST027573,2023-01-31,3,2120.21,699,2,4,3,At Risk,6360.63,9
CUST027575,2024-11-13,2,413.49,47,5,3,1,Loyal Customers,826.98,9
CUST027576,2024-03-22,6,9848.57,283,4,5,5,Champions,59091.42,14
CUST027578,2021-11-01,2,550.6,1155,1,3,1,At Risk,1101.2,5
CUST027579,2024-08-18,2,2310.67,134,5,3,4,Loyal Customers,4621.34,12
CUST027580,2024-02-27,5,4046.89,307,4,5,5,Champions,20234.45,14
CUST027581,2024-06-21,2,2936.37,192,4,3,4,Loyal Customers,5872.74,11
CUST027582,2023-09-21,4,2747.5,466,3,5,4,Loyal Customers,10990.0,12
CUST027583,2020-05-11,1,1032.02,1694,1,1,2,Others,1032.02,4
CUST027584,2024-07-02,3,938.77,181,4,4,2,Loyal Customers,2816.31,10
CUST027585,2023-05-02,1,164.61,608,3,1,1,Others,164.61,5
CUST027586,2024-09-19,3,4499.91,102,5,4,5,Champions,13499.73,14
CUST027587,2024-12-29,4,3435.0999999999995,1,5,5,5,Champions,13740.399999999998,15
CUST027588,2022-10-22,3,2769.1000000000004,800,2,4,4,At Risk,8307.300000000001,10
CUST027589,2022-07-31,1,167.19,883,2,1,1,Others,167.19,4
CUST027590,2023-05-28,1,1272.35,582,3,1,2,Others,1272.35,6
CUST027591,2022-04-08,2,2795.52,997,2,3,4,At Risk,5591.04,9
CUST027592,2024-03-14,2,2512.06,291,4,3,4,Loyal Customers,5024.12,11
CUST027593,2024-07-31,2,297.58,152,5,3,1,Loyal Customers,595.16,9
CUST027594,2020-09-03,2,3862.5,1579,1,3,5,At Risk,7725.0,9
CUST027595,2022-06-06,4,3059.67,938,2,5,4,At Risk,12238.68,11
CUST027596,2024-03-16,3,1803.3899999999999,289,4,4,3,Loyal Customers,5410.17,11
CUST027597,2022-08-01,1,1080.95,882,2,1,2,Others,1080.95,5
CUST027598,2020-07-07,2,2346.85,1637,1,3,4,At Risk,4693.7,8
CUST027599,2024-08-22,3,3119.8100000000004,130,5,4,4,Champions,9359.43,13
CUST027600,2024-08-03,2,1556.6,149,5,3,3,Loyal Customers,3113.2,11
CUST027601,2024-09-06,1,2023.15,115,5,1,3,Others,2023.15,9
CUST027602,2022-09-04,2,658.05,848,2,3,1,At Risk,1316.1,6
CUST027603,2021-11-09,1,363.58,1147,1,1,1,Others,363.58,3
CUST027604,2023-07-23,3,4323.22,526,3,4,5,Loyal Customers,12969.66,12
CUST027605,2022-07-26,1,1408.8600000000001,888,2,1,2,Others,1408.8600000000001,5
CUST027606,2023-06-19,2,3347.5699999999997,560,3,3,5,Loyal Customers,6695.139999999999,11
CUST027607,2024-12-06,4,5424.36,24,5,5,5,Champions,21697.44,15
CUST027609,2024-03-15,5,4811.33,290,4,5,5,Champions,24056.65,14
CUST027610,2022-12-04,2,731.67,757,2,3,2,At Risk,1463.34,7
CUST027611,2021-10-16,2,544.8199999999999,1171,1,3,1,At Risk,1089.6399999999999,5
CUST027612,2023-05-26,5,5152.51,584,3,5,5,Loyal Customers,25762.550000000003,13
CUST027613,2024-12-19,5,5689.79,11,5,5,5,Champions,28448.95,15
CUST027614,2024-04-30,2,2058.21,244,4,3,3,Loyal Customers,4116.42,10
CUST027615,2022-11-11,1,442.48,780,2,1,1,Others,442.48,4
CUST027617,2024-06-07,3,3674.0600000000004,206,4,4,5,Champions,11022.18,13
CUST027618,2024-08-06,3,2605.92,146,5,4,4,Champions,7817.76,13
CUST027620,2023-08-30,5,4258.629999999999,488,3,5,5,Loyal Customers,21293.149999999994,13
CUST027621,2024-10-24,6,6372.35,67,5,5,5,Champions,38234.100000000006,15
CUST027622,2023-01-04,1,395.7,726,2,1,1,Others,395.7,4
CUST027623,2021-04-02,1,262.86,1368,1,1,1,Others,262.86,3
CUST027624,2021-01-01,3,2204.5099999999998,1459,1,4,3,At Risk,6613.529999999999,8
CUST027625,2024-07-28,4,4755.51,155,5,5,5,Champions,19022.04,15
CUST027626,2024-01-31,1,436.92,334,4,1,1,Others,436.92,6
CUST027628,2024-10-31,2,2854.8499999999995,60,5,3,4,Loyal Customers,5709.699999999999,12
CUST027629,2024-07-31,2,1160.95,152,5,3,2,Loyal Customers,2321.9,10
CUST027630,2022-03-04,4,3171.63,1032,2,5,4,At Risk,12686.52,11
CUST027632,2024-07-05,3,797.94,178,4,4,2,Loyal Customers,2393.82,10
CUST027633,2022-02-05,1,422.26,1059,2,1,1,Others,422.26,4
CUST027634,2024-12-28,1,2324.6,2,5,1,4,Others,2324.6,10
CUST027635,2024-03-08,3,2569.06,297,4,4,4,Champions,7707.18,12
CUST027636,2024-10-16,2,1748.3300000000002,75,5,3,3,Loyal Customers,3496.6600000000003,11
CUST027637,2023-03-12,2,3625.1,659,3,3,5,Loyal Customers,7250.2,11
CUST027638,2021-07-31,2,2046.1599999999999,1248,1,3,3,At Risk,4092.3199999999997,7
CUST027641,2020-11-29,1,1798.77,1492,1,1,3,Others,1798.77,5
CUST027642,2023-10-28,3,1444.49,429,3,4,3,Loyal Customers,4333.47,10
CUST027643,2023-10-02,2,1819.59,455,3,3,3,Loyal Customers,3639.18,9
CUST027644,2022-11-21,1,554.67,770,2,1,1,Others,554.67,4
CUST027645,2022-05-17,4,2081.6,958,2,5,3,At Risk,8326.4,10
CUST027646,2020-04-06,1,1352.6100000000001,1729,1,1,2,Others,1352.6100000000001,4
CUST027647,2022-06-16,3,3844.8100000000004,928,2,4,5,At Risk,11534.43,11
CUST027648,2023-07-01,2,1370.47,548,3,3,2,Loyal Customers,2740.94,8
CUST027649,2024-12-12,2,1797.78,18,5,3,3,Loyal Customers,3595.56,11
CUST027651,2022-12-30,5,3160.15,731,2,5,4,At Risk,15800.75,11
CUST027652,2020-08-02,2,494.02,1611,1,3,1,At Risk,988.04,5
CUST027653,2023-08-17,3,4000.68,501,3,4,5,Loyal Customers,12002.039999999999,12
CUST027654,2022-11-28,2,3545.07,763,2,3,5,At Risk,7090.14,10
CUST027655,2021-10-14,1,405.93,1173,1,1,1,Others,405.93,3
CUST027656,2023-11-11,3,1213.52,415,3,4,2,Loyal Customers,3640.56,9
CUST027657,2021-12-01,1,311.4,1125,1,1,1,Others,311.4,3
CUST027658,2020-08-13,1,410.01,1600,1,1,1,Others,410.01,3
CUST027659,2020-03-03,1,28.5,1763,1,1,1,Others,28.5,3
CUST027660,2023-12-10,1,2213.32,386,4,1,4,Others,2213.32,9
CUST027661,2024-01-25,2,2131.2,340,4,3,3,Loyal Customers,4262.4,10
CUST027662,2024-11-13,3,5354.01,47,5,4,5,Champions,16062.03,14
CUST027663,2020-06-30,1,791.66,1644,1,1,2,Others,791.66,4
CUST027664,2022-08-17,2,2185.23,866,2,3,3,At Risk,4370.46,8
CUST027665,2023-11-25,2,688.1,401,3,3,1,Loyal Customers,1376.2,7
CUST027666,2020-01-04,1,2387.15,1822,1,1,4,Others,2387.15,6
CUST027667,2020-08-17,1,179.52,1596,1,1,1,Others,179.52,3
CUST027669,2023-08-01,2,3430.4700000000003,517,3,3,5,Loyal Customers,6860.9400000000005,11
CUST027670,2024-06-10,1,275.89,203,4,1,1,Others,275.89,6
CUST027671,2024-09-23,8,7243.74,98,5,5,5,Champions,57949.92,15
CUST027672,2023-06-03,2,2217.7200000000003,576,3,3,4,Loyal Customers,4435.4400000000005,10
CUST027673,2024-07-01,3,1788.31,182,4,4,3,Loyal Customers,5364.93,11
CUST027674,2022-10-20,4,3644.7300000000005,802,2,5,5,At Risk,14578.920000000002,12
CUST027675,2022-12-21,3,1113.8,740,2,4,2,At Risk,3341.3999999999996,8
CUST027676,2024-08-07,2,1148.15,145,5,3,2,Loyal Customers,2296.3,10
CUST027677,2023-07-19,2,1864.4799999999998,530,3,3,3,Loyal Customers,3728.9599999999996,9
CUST027678,2024-08-14,1,1565.4499999999998,138,5,1,3,Others,1565.4499999999998,9
CUST027679,2021-03-21,1,716.54,1380,1,1,2,Others,716.54,4
CUST027680,2023-06-09,2,2253.7999999999997,570,3,3,4,Loyal Customers,4507.599999999999,10
CUST027681,2023-07-29,2,1397.62,520,3,3,2,Loyal Customers,2795.24,8
CUST027682,2024-10-18,3,488.62,73,5,4,1,Loyal Customers,1465.8600000000001,10
CUST027683,2024-07-05,3,3877.35,178,4,4,5,Champions,11632.05,13
CUST027684,2024-07-10,1,384.12,173,5,1,1,Others,384.12,7
CUST027685,2023-09-17,1,680.12,470,3,1,1,Others,680.12,5
CUST027686,2020-05-31,1,1480.17,1674,1,1,3,Others,1480.17,5
CUST027687,2021-10-18,1,1954.12,1169,1,1,3,Others,1954.12,5
CUST027688,2021-11-13,3,3367.3099999999995,1143,1,4,5,At Risk,10101.929999999998,10
CUST027691,2024-09-17,4,5274.73,104,5,5,5,Champions,21098.92,15
CUST027692,2024-07-05,4,5466.610000000001,178,4,5,5,Champions,21866.440000000002,14
CUST027695,2024-03-09,2,3237.54,296,4,3,4,Loyal Customers,6475.08,11
CUST027696,2024-04-03,3,2437.15,271,4,4,4,Champions,7311.450000000001,12
CUST027697,2021-03-26,1,1018.3,1375,1,1,2,Others,1018.3,4
CUST027699,2023-07-06,3,4663.450000000001,543,3,4,5,Loyal Customers,13990.350000000002,12
CUST027700,2023-12-08,2,2154.92,388,4,3,3,Loyal Customers,4309.84,10
CUST027702,2020-11-05,2,1770.26,1516,1,3,3,At Risk,3540.52,7
CUST027703,2024-05-31,2,1304.03,213,4,3,2,Loyal Customers,2608.06,9
CUST027705,2022-06-19,4,3531.92,925,2,5,5,At Risk,14127.68,12
CUST027706,2024-10-26,6,4507.99,65,5,5,5,Champions,27047.94,15
CUST027707,2024-05-11,2,857.48,233,4,3,2,Loyal Customers,1714.96,9
CUST027708,2022-12-19,2,1564.21,742,2,3,3,At Risk,3128.42,8
CUST027709,2024-07-09,3,2327.7400000000002,174,5,4,4,Champions,6983.220000000001,13
CUST027710,2023-03-25,3,1140.75,646,3,4,2,Loyal Customers,3422.25,9
CUST027711,2024-11-04,2,165.46,56,5,3,1,Loyal Customers,330.92,9
CUST027712,2024-05-23,3,4138.25,221,4,4,5,Champions,12414.75,13
CUST027713,2023-06-09,1,1031.07,570,3,1,2,Others,1031.07,6
CUST027714,2024-02-16,2,3772.1000000000004,318,4,3,5,Loyal Customers,7544.200000000001,12
CUST027716,2024-06-03,4,4412.67,210,4,5,5,Champions,17650.68,14
CUST027717,2021-02-06,1,309.86,1423,1,1,1,Others,309.86,3
CUST027721,2023-01-15,3,2262.63,715,2,4,4,At Risk,6787.89,10
CUST027722,2024-11-12,3,2209.2599999999998,48,5,4,4,Champions,6627.779999999999,13
CUST027723,2023-04-15,3,1645.77,625,3,4,3,Loyal Customers,4937.3099999999995,10
CUST027724,2023-06-28,1,892.4,551,3,1,2,Others,892.4,6
CUST027725,2023-10-24,3,1062.8,433,3,4,2,Loyal Customers,3188.3999999999996,9
CUST027726,2024-08-06,3,3664.5099999999998,146,5,4,5,Champions,10993.529999999999,14
CUST027728,2020-08-31,1,94.69,1582,1,1,1,Others,94.69,3
CUST027729,2021-04-22,1,20.04,1348,1,1,1,Others,20.04,3
CUST027730,2024-08-15,4,3874.34,137,5,5,5,Champions,15497.36,15
CUST027731,2023-02-10,2,1031.31,689,2,3,2,At Risk,2062.62,7
CUST027732,2024-10-30,2,1252.7800000000002,61,5,3,2,Loyal Customers,2505.5600000000004,10
CUST027734,2024-12-08,1,1192.56,22,5,1,2,Others,1192.56,8
CUST027735,2022-07-30,3,3473.29,884,2,4,5,At Risk,10419.869999999999,11
CUST027736,2024-08-04,1,1689.9900000000002,148,5,1,3,Others,1689.9900000000002,9
CUST027738,2021-05-25,1,1167.3,1315,1,1,2,Others,1167.3,4
CUST027739,2022-05-26,4,4409.62,949,2,5,5,At Risk,17638.48,12
CUST027740,2024-02-27,1,208.22,307,4,1,1,Others,208.22,6
CUST027741,2024-01-28,5,5009.11,337,4,5,5,Champions,25045.55,14
CUST027742,2021-10-04,4,4383.42,1183,1,5,5,At Risk,17533.68,11
CUST027744,2024-02-18,4,4429.42,316,4,5,5,Champions,17717.68,14
CUST027745,2024-08-07,2,3129.1000000000004,145,5,3,4,Loyal Customers,6258.200000000001,12
CUST027746,2023-08-21,3,1913.3300000000002,497,3,4,3,Loyal Customers,5739.990000000001,10
CUST027748,2023-04-06,1,233.08,634,3,1,1,Others,233.08,5
CUST027749,2024-04-15,2,749.72,259,4,3,2,Loyal Customers,1499.44,9
CUST027750,2024-06-10,1,949.98,203,4,1,2,Others,949.98,7
CUST027751,2023-08-05,1,605.95,513,3,1,1,Others,605.95,5
CUST027752,2023-01-06,1,520.98,724,2,1,1,Others,520.98,4
CUST027753,2024-04-10,4,3485.9,264,4,5,5,Champions,13943.6,14
CUST027754,2024-11-19,2,488.02,41,5,3,1,Loyal Customers,976.04,9
CUST027755,2021-10-16,1,179.52,1171,1,1,1,Others,179.52,3
CUST027756,2023-12-23,3,2327.39,373,4,4,4,Champions,6982.17,12
CUST027757,2021-01-21,2,3269.29,1439,1,3,4,At Risk,6538.58,8
CUST027758,2023-11-23,3,3400.49,403,3,4,5,Loyal Customers,10201.47,12
CUST027759,2024-02-21,2,919.14,313,4,3,2,Loyal Customers,1838.28,9
CUST027760,2023-03-28,1,670.16,643,3,1,1,Others,670.16,5
CUST027761,2024-01-29,2,2658.5699999999997,336,4,3,4,Loyal Customers,5317.139999999999,11
CUST027763,2021-05-05,2,860.59,1335,1,3,2,At Risk,1721.18,6
CUST027764,2024-05-04,1,668.12,240,4,1,1,Others,668.12,6
CUST027765,2023-12-12,2,2273.7799999999997,384,4,3,4,Loyal Customers,4547.5599999999995,11
CUST027766,2023-09-04,2,1373.65,483,3,3,2,Loyal Customers,2747.3,8
CUST027767,2021-01-02,2,888.5899999999999,1458,1,3,2,At Risk,1777.1799999999998,6
CUST027768,2024-06-17,2,1006.93,196,4,3,2,Loyal Customers,2013.86,9
CUST027769,2024-05-18,3,4911.139999999999,226,4,4,5,Champions,14733.419999999998,13
CUST027770,2020-09-04,2,1238.28,1578,1,3,2,At Risk,2476.56,6
CUST027771,2021-11-26,1,1800.3,1130,1,1,3,Others,1800.3,5
CUST027772,2024-10-26,4,4340.89,65,5,5,5,Champions,17363.56,15
CUST027773,2023-08-08,1,54.18,510,3,1,1,Others,54.18,5
CUST027774,2024-08-04,6,4352.1900000000005,148,5,5,5,Champions,26113.140000000003,15
CUST027775,2024-08-27,2,3014.3900000000003,125,5,3,4,Loyal Customers,6028.780000000001,12
CUST027776,2024-12-01,3,4408.7,29,5,4,5,Champions,13226.099999999999,14
CUST027777,2023-03-20,2,1472.3600000000001,651,3,3,3,Loyal Customers,2944.7200000000003,9
CUST027778,2024-07-04,2,2384.12,179,4,3,4,Loyal Customers,4768.24,11
CUST027779,2024-04-26,2,3323.0,248,4,3,5,Loyal Customers,6646.0,12
CUST027780,2024-02-09,1,2963.95,325,4,1,4,Others,2963.95,9
CUST027781,2022-11-19,1,265.12,772,2,1,1,Others,265.12,4
CUST027782,2021-08-19,1,752.4000000000001,1229,1,1,2,Others,752.4000000000001,4
CUST027783,2023-01-07,2,3048.79,723,2,3,4,At Risk,6097.58,9
CUST027784,2021-08-06,1,242.08,1242,1,1,1,Others,242.08,3
CUST027785,2023-04-14,3,653.0,626,3,4,1,Loyal Customers,1959.0,8
CUST027788,2024-05-25,2,1310.58,219,4,3,2,Loyal Customers,2621.16,9
CUST027789,2021-01-10,1,683.74,1450,1,1,1,Others,683.74,3
CUST027790,2023-02-27,1,1398.0,672,2,1,2,Others,1398.0,5
CUST027791,2024-12-13,4,1109.2,17,5,5,2,Loyal Customers,4436.8,12
CUST027792,2024-12-09,3,3427.59,21,5,4,5,Champions,10282.77,14
CUST027793,2023-10-19,1,450.3,438,3,1,1,Others,450.3,5
CUST027794,2023-05-01,2,1283.3,609,3,3,2,Loyal Customers,2566.6,8
CUST027795,2024-10-23,4,4516.7,68,5,5,5,Champions,18066.8,15
CUST027796,2023-12-11,1,742.4,385,4,1,2,Others,742.4,7
CUST027797,2022-09-24,3,2066.42,828,2,4,3,At Risk,6199.26,9
CUST027798,2024-12-22,4,3961.6099999999997,8,5,5,5,Champions,15846.439999999999,15
CUST027799,2024-03-07,2,1055.27,298,4,3,2,Loyal Customers,2110.54,9
CUST027800,2024-07-17,4,5010.4,166,5,5,5,Champions,20041.6,15
CUST027802,2024-10-28,1,127.28,63,5,1,1,Others,127.28,7
CUST027803,2022-08-28,3,2389.12,855,2,4,4,At Risk,7167.36,10
CUST027804,2024-06-13,3,2845.7200000000003,200,4,4,4,Champions,8537.16,12
CUST027806,2021-07-20,2,1976.96,1259,1,3,3,At Risk,3953.92,7
CUST027807,2020-07-25,1,1478.8,1619,1,1,3,Others,1478.8,5
CUST027808,2024-09-15,2,1522.58,106,5,3,3,Loyal Customers,3045.16,11
CUST027809,2023-12-07,6,7219.58,389,4,5,5,Champions,43317.479999999996,14
CUST027811,2020-07-01,1,2495.7,1643,1,1,4,Others,2495.7,6
CUST027812,2021-03-27,2,1135.5900000000001,1374,1,3,2,At Risk,2271.1800000000003,6
CUST027813,2024-09-14,2,431.33000000000004,107,5,3,1,Loyal Customers,862.6600000000001,9
CUST027814,2022-12-10,3,2078.2200000000003,751,2,4,3,At Risk,6234.660000000001,9
CUST027815,2024-11-16,1,1317.15,44,5,1,2,Others,1317.15,8
CUST027816,2024-08-30,1,2771.65,122,5,1,4,Others,2771.65,10
CUST027817,2024-06-29,3,3459.1499999999996,184,4,4,5,Champions,10377.449999999999,13
CUST027818,2023-01-21,3,2123.04,709,2,4,3,At Risk,6369.12,9
CUST027819,2024-08-30,3,1453.75,122,5,4,3,Loyal Customers,4361.25,12
CUST027820,2024-06-19,4,6041.9,194,4,5,5,Champions,24167.6,14
CUST027821,2022-07-12,3,2964.12,902,2,4,4,At Risk,8892.36,10
CUST027822,2024-11-08,3,1842.48,52,5,4,3,Loyal Customers,5527.4400000000005,12
CUST027823,2021-11-28,1,1314.78,1128,1,1,2,Others,1314.78,4
